Epoch,Train Loss,Validation Loss
1,0.5713319229452234,0.3929082155227661
2,0.25690725288893046,0.1299247235059738
3,0.09719145729353554,0.07166213542222977
4,0.05916005882777666,0.047397457808256147
5,0.03904629400686214,0.030711708962917326
6,0.024527079376735185,0.01850469075143337
7,0.014827329371320573,0.011446710489690304
8,0.009218796327906219,0.0069034195505082606
9,0.0056177045610782345,0.004456883762031794
10,0.0038216113308934788,0.003204030217602849
11,0.00286682989252241,0.0024708757642656564
12,0.002256107246993404,0.001990884868428111
13,0.0018332279164736207,0.001686008577235043
14,0.0016077143618052727,0.0014453044626861812
15,0.0014448033486443915,0.0014692528638988733
16,0.0013014719282325945,0.0012581564020365476
17,0.0011504824199762783,0.0010575816500931977
18,0.0010987347923219204,0.001029410376213491
19,0.001021228905301541,0.000934040523134172
20,0.0011122954984832752,0.002278686733916402
21,0.001284061027323141,0.0008993683266453445
22,0.000993905031416369,0.0011125575052574276
23,0.000919865842565502,0.0008824558579362928
24,0.0008684675190842858,0.0008314533974044025
25,0.0008598859881443021,0.0010473261354491115
26,0.0014134614795789514,0.000825842481572181
27,0.0008725437311161505,0.0008433538256213069
28,0.0009095650840256559,0.000894300569780171
29,0.0009368137137866334,0.0008189036627300084
30,0.0008877936603599473,0.000907974666915834
31,0.0008081741520742837,0.000758314284030348
32,0.0011660827409574076,0.0022121463902294637
33,0.0012831251798687798,0.0009836099343374372
34,0.0008431830823323445,0.0007458018139004707
35,0.0007469130918922785,0.0007345390389673412
36,0.0008155560690762574,0.0007643934804946184
37,0.0008817987155022198,0.0008400838822126388
38,0.0008672375452557677,0.0007953216671012342
39,0.0008659254863711172,0.0008221200085245072
40,0.000753324484991792,0.0011523913592100144
41,0.0010912497313448081,0.001048566889949143
42,0.0008818532438262513,0.000685312831774354
43,0.0008152129471694168,0.0007343319593928754
44,0.0007694387980001537,0.0007262454484589398
45,0.0010638646965258215,0.0006805359502322972
46,0.0008778109791149434,0.0010624745162203908
47,0.00079527711740842,0.0007361017866060138
48,0.0007248014904019472,0.0006554983090609312
49,0.0007111724668280466,0.0019092536065727472
50,0.0016959466922440026,0.000942064612172544
51,0.000748451048581812,0.0006369797396473586
52,0.0006473044325646601,0.0006287599331699312
53,0.0008194372578720121,0.0009701949660666287
54,0.0008066391792932624,0.0006356867030262947
55,0.0008436668829649294,0.0008997677941806614
56,0.0006431793015891392,0.0006302383495494724
57,0.000816600709712427,0.002081232191994786
58,0.0013697483472673124,0.0007308143307454884
59,0.000723164767566088,0.0005909922998398543
60,0.0006566622821418079,0.0007711043464951218
61,0.0009259986905626169,0.0007393769570626319
62,0.0007681956968123192,0.0008274708408862353
63,0.0007047096089656023,0.0008070548530668021
64,0.0008373031037320432,0.0012691022595390678
65,0.0009367257191211378,0.0007109030615538358
66,0.0006063317016110217,0.0005661599105224013
67,0.000963053136059132,0.0006676520919427275
68,0.0007424390641972423,0.0005750231095589698
69,0.0007789972495581759,0.0009721005335450172
70,0.0007084345683994654,0.0006976544973440468
71,0.000752095761096203,0.0006035654223524034
72,0.0007062946403350093,0.0009362449985928833
73,0.0007304184040740916,0.0008996478049084544
74,0.0008611726501074276,0.000746913836337626
75,0.000660591789423243,0.0005368284648284316
76,0.0007836524746380746,0.0005301764933392406
77,0.0005837201208219325,0.0008091269992291927
78,0.0011331723255448435,0.0005956466542556882
79,0.0007789151736927268,0.0011290882714092732
80,0.0006845585793550862,0.0007919482886791229
81,0.000638191968104557,0.0005812134710140527
82,0.0006839700141235402,0.0005086454912088811
83,0.0005073914592350392,0.0005132907419465483
84,0.0012025116532305745,0.0006365247070789337
85,0.0007784120481167184,0.0006921388674527406
86,0.0008082202096518717,0.0007897703908383846
87,0.0005523997242562473,0.0004995453462470322
88,0.0005666111231364898,0.0005507951020263136
89,0.0005093219806440175,0.0004773061606101692
90,0.0007714766910985896,0.001386582083068788
91,0.0007054906899084974,0.00047305080806836486
